Bi 213:	Tl 209:	Pb 209:	Bi 209:
3314	3	220	6463
3313	3	218	6466
3313	3	216	6468
3313	3	215	6469
3313	3	214	6470
3312	3	213	6472
3312	3	213	6472
3311	3	214	6472
3311	3	210	6476
3310	3	210	6477
3310	3	210	6477
3309	3	209	6479
3309	3	207	6481
3309	3	206	6482
3308	3	205	6484
3307	3	206	6484
3307	3	206	6484
3306	3	207	6484
3305	3	207	6485
3305	3	206	6486
3304	3	205	6488
3303	3	204	6490
3302	3	205	6490
3301	3	206	6490
3301	3	206	6490
3301	3	206	6490
3301	3	204	6492
3300	3	205	6492
3299	3	206	6492
3299	3	205	6493
3298	3	205	6494
3297	3	205	6495
3297	3	204	6496
3296	3	205	6496
3295	3	205	6497
3294	3	205	6498
3294	3	204	6499
3292	3	206	6499
3292	3	203	6502
3292	3	200	6505
3291	3	200	6506
3291	3	200	6506
3291	3	200	6506
3291	3	200	6506
3291	3	198	6508
3289	3	200	6508
3289	3	198	6510
3288	3	199	6510
3287	3	199	6511
3287	3	198	6512
3286	2	199	6513
3285	2	200	6513
3284	2	198	6516
3284	2	198	6516
3284	2	198	6516
3284	2	197	6517
3282	2	198	6518
3281	2	199	6518
3280	2	200	6518
3280	2	199	6519
3279	2	199	6520
3279	2	197	6522
3278	2	197	6523
3276	2	198	6524
3276	2	198	6524
3275	2	199	6524
3274	2	200	6524
3273	2	200	6525
3273	2	199	6526
3273	2	197	6528
3273	2	195	6530
3272	2	196	6530
3271	2	196	6531
3271	2	195	6532
3270	2	196	6532
3267	2	199	6532
3266	2	199	6533
3266	2	197	6535
3266	2	196	6536
3266	2	194	6538
3265	2	194	6539
3265	2	194	6539
3264	2	195	6539
3264	2	194	6540
3264	2	193	6541
3261	2	194	6543
3260	2	195	6543
3258	2	195	6545
3258	2	195	6545
3258	2	195	6545
3255	2	197	6546
3255	2	196	6547
3255	2	196	6547
3253	2	198	6547
3252	2	199	6547
3252	2	198	6548
3252	2	197	6549
3250	2	199	6549
3250	2	197	6551
3249	2	198	6551
3249	2	197	6552
3249	2	196	6553
3248	2	196	6554
3248	2	196	6554
3248	2	195	6555
3248	2	193	6557
3248	2	193	6557
3247	2	194	6557
3247	2	193	6558
3247	2	190	6561
3246	2	190	6562
3245	2	191	6562
3245	2	190	6563
3245	2	190	6563
3244	2	191	6563
3243	2	190	6565
3240	2	192	6566
3237	2	194	6567
3236	2	195	6567
3236	2	194	6568
3234	2	196	6568
3233	2	196	6569
3233	2	196	6569
3232	2	197	6569
3229	2	200	6569
3229	2	200	6569
3229	2	200	6569
3228	2	200	6570
3227	2	200	6571
3225	3	201	6571
3225	3	199	6573
3224	3	200	6573
3222	3	202	6573
3221	3	202	6574
3221	3	202	6574
3221	3	202	6574
3220	3	202	6575
3219	3	201	6577
3216	3	202	6579
3216	3	200	6581
3216	3	199	6582
3216	3	198	6583
3213	3	201	6583
3213	3	200	6584
3211	3	201	6585
3211	3	201	6585
3210	3	202	6585
3210	3	200	6587
3210	3	199	6588
3209	3	198	6590
3209	3	197	6591
3208	3	197	6592
3206	2	199	6593
3206	2	198	6594
3206	2	195	6597
3206	2	195	6597
3205	2	195	6598
3204	2	196	6598
3204	2	196	6598
3203	2	197	6598
3203	2	196	6599
3203	2	196	6599
3203	2	195	6600
3201	2	197	6600
3201	2	197	6600
3201	2	196	6601
3201	2	193	6604
3200	3	190	6607
3199	3	191	6607
3199	3	190	6608
3197	3	191	6609
3195	3	193	6609
3195	3	192	6610
3195	3	190	6612
3192	3	192	6613
3192	3	192	6613
3192	3	191	6614
3191	3	192	6614
3188	4	193	6615
3187	4	193	6616
3183	4	194	6619
3181	4	196	6619
3180	4	197	6619
3178	4	198	6620
3178	4	198	6620
3177	4	198	6621
3177	4	197	6622
3176	4	197	6623
3176	4	196	6624
3176	4	195	6625
3176	4	193	6627
3176	4	192	6628
3174	4	194	6628
3174	4	194	6628
3174	4	192	6630
3173	4	192	6631
3173	4	192	6631
3172	4	193	6631
3172	4	193	6631
3172	4	193	6631
3171	4	192	6633
3170	4	193	6633
3170	4	191	6635
3169	4	192	6635
3166	4	195	6635
3165	4	196	6635
3164	4	197	6635
3162	4	198	6636
3162	4	198	6636
3161	4	199	6636
3161	4	199	6636
3161	4	198	6637
3160	4	198	6638
3160	4	196	6640
3160	4	196	6640
3159	4	197	6640
3158	4	197	6641
3156	4	198	6642
3155	4	198	6643
3155	4	198	6643
3153	4	200	6643
3153	4	200	6643
3152	4	201	6643
3150	4	202	6644
3148	4	202	6646
3148	4	201	6647
3147	4	201	6648
3147	4	201	6648
3147	4	199	6650
3146	4	200	6650
3144	4	201	6651
3141	4	203	6652
3141	4	202	6653
3140	4	203	6653
3140	4	202	6654
3139	4	202	6655
3138	4	201	6657
3138	4	200	6658
3138	4	200	6658
3137	4	201	6658
3137	3	200	6660
3136	3	201	6660
3134	3	201	6662
3132	3	202	6663
3132	3	202	6663
3132	3	201	6664
3131	3	202	6664
3131	3	202	6664
3131	3	202	6664
3130	3	203	6664
3130	3	202	6665
3129	3	203	6665
3128	3	203	6666
3127	3	204	6666
3126	3	204	6667
3124	3	205	6668
3124	3	204	6669
3124	3	204	6669
3124	3	202	6671
3124	3	201	6672
3123	3	201	6673
3122	3	201	6674
3120	3	203	6674
3119	3	204	6674
3118	3	205	6674
3116	3	205	6676
3116	3	205	6676
3116	3	204	6677
3116	3	204	6677
3116	3	204	6677
3116	3	204	6677
3115	3	204	6678
3114	3	201	6682
3112	3	203	6682
3110	3	204	6683
3109	3	203	6685
3109	3	202	6686
3109	3	200	6688
3108	3	201	6688
3108	3	201	6688
3107	4	201	6688
3107	4	200	6689
3106	4	200	6690
3105	4	201	6690
3105	4	200	6691
3105	4	200	6691
3105	4	198	6693
3103	4	199	6694
3103	4	199	6694
3102	4	199	6695
3102	4	198	6696
3101	4	199	6696
3101	4	199	6696
3101	4	199	6696
3099	4	201	6696
3098	4	201	6697
3095	4	204	6697
3093	4	206	6697
3093	4	206	6697
3091	4	206	6699
3090	4	204	6702
3090	4	204	6702
3086	4	208	6702
3086	4	208	6702
3086	4	207	6703
3086	4	207	6703
3086	4	207	6703
3085	4	207	6704
3084	4	208	6704
3082	5	209	6704
3082	5	209	6704
3080	5	211	6704
3080	5	209	6706
3079	5	209	6707
3078	4	211	6707
3078	4	210	6708
3076	4	211	6709
3075	4	212	6709
3073	4	212	6711
3072	4	213	6711
3071	4	214	6711
3069	4	213	6714
3068	4	213	6715
3067	4	210	6719
3067	4	209	6720
3067	4	209	6720
3066	4	210	6720
3066	4	208	6722
3066	4	206	6724
3064	4	207	6725
3064	4	207	6725
3063	4	208	6725
3063	4	208	6725
3062	4	209	6725
3062	4	209	6725
3062	4	208	6726
3060	4	208	6728
3058	4	209	6729
3058	4	208	6730
3058	4	207	6731
3058	4	206	6732
3058	4	206	6732
3057	4	207	6732
3056	4	206	6734
3056	4	206	6734
3056	4	205	6735
3056	4	205	6735
3055	4	206	6735
3055	4	205	6736
3053	4	206	6737
3052	4	207	6737
3051	4	208	6737
3050	4	208	6738
3048	4	209	6739
3047	4	210	6739
3047	4	209	6740
3047	4	208	6741
3047	4	208	6741
3047	4	207	6742
3047	4	206	6743
3046	4	207	6743
3045	4	207	6744
3045	4	207	6744
3044	5	207	6744
3042	5	208	6745
3041	5	209	6745
3041	5	208	6746
3041	5	207	6747
3040	5	207	6748
3040	5	207	6748
3040	5	207	6748
3039	5	208	6748
3039	5	207	6749
3038	5	208	6749
3038	5	207	6750
3037	5	207	6751
3035	5	207	6753
3035	5	207	6753
3035	5	207	6753
3035	5	206	6754
3033	5	206	6756
3031	5	208	6756
3029	5	210	6756
3029	5	210	6756
3028	5	210	6757
3026	5	211	6758
3026	5	210	6759
3024	5	212	6759
3024	5	212	6759
3023	5	212	6760
3022	5	211	6762
3021	6	210	6763
3021	6	209	6764
3021	6	207	6766
3021	6	205	6768
3019	6	207	6768
3018	6	206	6770
3018	6	206	6770
3017	6	206	6771
3014	6	208	6772
3014	6	208	6772
3013	6	208	6773
3012	6	208	6774
3011	6	209	6774
3010	6	209	6775
3008	6	210	6776
3008	6	210	6776
3008	6	209	6777
3008	6	208	6778
3008	5	209	6778
3008	5	206	6781
3006	5	207	6782
3006	5	207	6782
3006	5	207	6782
3005	5	207	6783
3005	5	207	6783
3004	6	206	6784
3003	6	207	6784
3003	6	206	6785
3002	6	206	6786
3002	5	205	6788
3002	5	204	6789
3002	5	200	6793
3001	5	201	6793
3001	5	200	6794
3001	5	200	6794
3001	5	200	6794
3000	5	199	6796
2999	5	199	6797
2999	5	198	6798
2999	5	198	6798
2998	5	199	6798
2998	5	199	6798
2998	5	197	6800
2996	5	197	6802
2996	5	196	6803
2996	5	194	6805
2993	5	196	6806
2993	5	195	6807
2993	5	194	6808
2993	5	193	6809
2993	5	192	6810
2993	5	190	6812
2993	5	190	6812
2993	5	190	6812
2992	5	189	6814
2990	4	192	6814
2989	4	192	6815
2988	4	191	6817
2986	4	192	6818
2985	4	192	6819
2985	4	192	6819
2984	4	192	6820
2982	4	194	6820
2981	4	193	6822
2980	4	193	6823
2980	4	193	6823
2977	4	194	6825
2977	4	194	6825
2976	4	194	6826
2976	4	193	6827
2975	4	194	6827
2973	3	197	6827
2972	3	198	6827
2971	3	199	6827
2967	3	201	6829
2967	3	199	6831
2963	3	203	6831
2962	3	204	6831
2962	3	203	6832
2962	2	204	6832
2961	2	204	6833
2960	2	204	6834
2960	2	204	6834
2960	2	204	6834
2960	2	203	6835
2959	2	204	6835
2958	2	205	6835
2958	2	205	6835
2955	2	208	6835
2953	2	210	6835
2953	2	207	6838
2952	2	208	6838
2951	2	208	6839
2949	2	210	6839
2948	2	210	6840
2948	2	208	6842
2948	2	207	6843
2946	2	208	6844
2946	2	207	6845
2945	2	208	6845
2945	2	208	6845
2945	2	208	6845
2941	2	212	6845
2941	2	212	6845
2940	2	212	6846
2939	2	212	6847
2938	2	213	6847
2937	2	213	6848
2937	2	212	6849
2936	2	211	6851
2936	2	211	6851
2936	2	209	6853
2936	2	208	6854
2936	2	207	6855
2936	2	205	6857
2936	2	205	6857
2936	2	205	6857
2934	2	207	6857
2933	2	208	6857
2931	1	210	6858
2931	1	209	6859
2931	1	208	6860
2930	1	209	6860
2930	1	209	6860
2930	1	209	6860
2929	1	210	6860
2929	1	209	6861
2929	1	209	6861
2929	1	209	6861
2928	1	210	6861
2928	1	209	6862
2928	1	209	6862
2928	1	208	6863
2926	1	210	6863
2925	1	210	6864
2925	1	209	6865
2925	1	209	6865
2925	1	209	6865
2922	1	210	6867
2922	1	208	6869
2921	1	208	6870
2921	1	208	6870
2920	1	208	6871
2917	1	210	6872
2915	1	212	6872
2915	1	211	6873
2914	1	211	6874
2912	1	212	6875
2910	1	213	6876
2910	1	212	6877
2910	1	212	6877
2910	1	211	6878
2909	1	211	6879
2908	1	210	6881
2908	1	210	6881
2907	1	211	6881
2905	1	211	6883
2903	1	212	6884
2901	1	213	6885
2900	1	214	6885
2899	1	214	6886
2899	1	212	6888
2898	1	212	6889
2898	1	212	6889
2897	1	213	6889
2897	1	211	6891
2896	1	210	6893
2896	1	210	6893
2895	1	209	6895
2893	1	210	6896
2893	1	209	6897
2892	1	208	6899
2890	1	207	6902
2889	1	208	6902
2888	1	208	6903
2887	1	209	6903
2886	2	209	6903
2886	2	209	6903
2885	2	209	6904
2884	2	209	6905
2883	2	210	6905
2882	2	210	6906
2882	2	209	6907
2881	2	209	6908
2879	2	211	6908
2879	2	209	6910
2879	2	208	6911
2876	2	210	6912
2875	2	210	6913
2875	2	208	6915
2875	2	207	6916
2874	2	206	6918
2873	2	207	6918
2871	2	208	6919
2870	2	209	6919
2869	2	209	6920
2869	2	209	6920
2869	2	208	6921
2868	2	208	6922
2867	2	209	6922
2867	2	209	6922
2866	2	209	6923
2865	2	209	6924
2865	2	209	6924
2863	2	210	6925
2863	2	210	6925
2862	2	211	6925
2861	2	212	6925
2860	2	212	6926
2860	2	212	6926
2859	2	211	6928
2857	1	213	6929
2857	1	212	6930
2856	1	213	6930
2856	1	212	6931
2855	1	213	6931
2855	1	213	6931
2855	1	213	6931
2855	1	212	6932
2854	1	213	6932
2853	1	213	6933
2853	1	212	6934
2851	1	214	6934
2851	1	213	6935
2851	1	212	6936
2848	1	215	6936
2847	1	216	6936
2846	1	217	6936
2846	1	216	6937
2843	1	218	6938
2842	1	219	6938
2840	1	221	6938
2840	1	220	6939
2838	1	222	6939
2838	1	220	6941
2838	1	218	6943
2836	1	219	6944
2835	1	218	6946
2834	1	219	6946
2834	1	219	6946
2834	1	218	6947
2834	1	218	6947
2833	1	219	6947
2833	1	219	6947
2833	1	219	6947
2833	1	219	6947
2833	1	218	6948
2833	1	218	6948
2833	1	217	6949
2832	1	217	6950
2832	1	215	6952
2832	1	215	6952
2832	1	215	6952
2832	1	215	6952
2832	1	215	6952
2831	1	215	6953
2828	1	218	6953
2828	1	217	6954
2828	1	217	6954
2827	1	215	6957
2826	1	216	6957
2824	1	217	6958
2824	1	216	6959
2823	1	217	6959
2823	1	217	6959
2822	1	218	6959
2822	1	217	6960
2821	1	218	6960
2819	1	220	6960
2818	1	221	6960
2818	1	220	6961
2817	1	220	6962
2816	1	220	6963
2816	1	219	6964
2816	1	219	6964
2816	1	218	6965
2815	1	218	6966
2814	1	218	6967
2813	1	219	6967
2812	1	219	6968
2812	1	218	6969
2810	1	220	6969
2810	1	218	6971
2810	1	218	6971
2810	1	217	6972
2809	1	217	6973
2809	1	216	6974
2809	1	214	6976
2809	1	213	6977
2809	1	213	6977
2808	1	214	6977
2808	1	213	6978
2808	1	213	6978
2806	1	213	6980
2806	1	213	6980
2805	1	213	6981
2804	1	214	6981
2802	2	214	6982
2801	2	215	6982
2801	2	215	6982
2801	2	214	6983
2800	2	214	6984
2798	2	215	6985
2798	2	215	6985
2797	2	216	6985
2797	2	215	6986
2797	2	215	6986
2797	2	215	6986
2797	2	213	6988
2797	2	213	6988
2797	2	212	6989
2797	2	212	6989
2796	2	213	6989
2796	2	213	6989
2793	2	215	6990
2792	2	212	6994
2792	2	209	6997
2791	2	210	6997
2791	2	209	6998
2790	2	210	6998
2789	2	210	6999
2789	2	210	6999
2787	2	212	6999
2786	2	211	7001
2785	2	212	7001
2783	2	213	7002
2781	3	213	7003
2780	3	214	7003
2780	2	213	7005
2780	2	212	7006
2780	2	211	7007
2780	2	211	7007
2779	2	212	7007
2777	2	214	7007
2776	2	215	7007
2776	2	215	7007
2776	2	213	7009
2775	2	213	7010
2773	2	214	7011
2773	2	214	7011
2773	2	212	7013
2773	2	212	7013
2772	2	213	7013
2772	2	213	7013
2770	2	214	7014
2770	2	212	7016
2769	2	212	7017
2768	2	213	7017
2768	2	212	7018
2767	2	211	7020
2766	2	212	7020
2765	2	212	7021
2764	2	213	7021
2764	2	213	7021
2763	2	213	7022
2762	2	212	7024
2762	2	211	7025
2761	2	212	7025
2760	2	213	7025
2759	2	214	7025
2757	2	216	7025
2757	2	215	7026
2757	2	214	7027
2757	2	214	7027
2757	2	212	7029
2755	2	214	7029
2754	2	213	7031
2754	2	211	7033
2754	2	209	7035
2754	2	209	7035
2753	2	209	7036
2753	2	208	7037
2753	2	208	7037
2752	2	209	7037
2752	2	209	7037
2752	2	206	7040
2751	2	207	7040
2751	2	207	7040
2750	2	208	7040
2750	2	208	7040
2749	2	208	7041
2749	2	208	7041
2747	2	210	7041
2747	2	210	7041
2747	2	209	7042
2747	2	207	7044
2747	2	206	7045
2746	2	205	7047
2745	2	206	7047
2745	2	204	7049
2745	2	203	7050
2745	2	202	7051
2745	1	203	7051
2744	1	202	7053
2743	1	202	7054
2742	1	203	7054
2742	1	202	7055
2742	1	202	7055
2741	1	202	7056
2741	1	202	7056
2741	1	202	7056
2741	1	202	7056
2741	1	199	7059
2740	1	199	7060
2740	1	199	7060
2739	1	199	7061
2739	1	199	7061
2739	1	199	7061
2739	1	197	7063
2737	1	199	7063
2736	1	198	7065
2736	1	198	7065
2735	1	199	7065
2734	1	199	7066
2734	1	199	7066
2734	1	198	7067
2733	1	199	7067
2732	1	197	7070
2732	1	196	7071
2732	1	195	7072
2731	1	195	7073
2729	1	196	7074
2726	1	199	7074
2726	1	199	7074
2724	1	201	7074
2724	1	198	7077
2724	1	196	7079
2722	1	195	7082
2720	1	195	7084
2719	1	196	7084
2718	1	197	7084
2716	1	199	7084
2716	1	199	7084
2714	1	201	7084
2713	1	202	7084
2713	1	202	7084
2712	1	203	7084
2711	1	204	7084
2711	1	204	7084
2710	1	204	7085
2710	1	202	7087
2709	1	203	7087
2709	1	203	7087
2708	1	204	7087
2708	1	203	7088
2708	1	202	7089
2707	1	203	7089
2706	1	204	7089
2705	1	205	7089
2704	1	206	7089
2704	1	206	7089
2700	1	209	7090
2698	1	211	7090
2697	1	210	7092
2696	2	210	7092
2695	2	211	7092
2695	2	208	7095
2694	2	207	7097
2693	2	208	7097
2691	2	208	7099
2690	2	209	7099
2690	2	206	7102
2690	2	205	7103
2690	2	204	7104
2688	2	206	7104
2686	2	206	7106
2686	2	206	7106
2686	2	205	7107
2685	2	206	7107
2685	2	206	7107
2685	2	205	7108
2684	2	205	7109
2684	2	204	7110
2682	2	206	7110
2682	2	206	7110
2682	2	205	7111
2682	2	203	7113
2681	2	204	7113
2679	2	206	7113
2678	2	206	7114
2678	2	206	7114
2678	2	206	7114
2678	2	206	7114
2678	2	205	7115
2678	2	205	7115
2677	2	206	7115
2677	2	206	7115
2676	2	207	7115
2676	2	205	7117
2675	2	205	7118
2675	2	204	7119
2675	2	203	7120
2675	2	203	7120
2674	2	203	7121
2673	2	204	7121
2673	2	204	7121
2672	2	205	7121
2671	2	205	7122
2671	2	204	7123
2671	1	204	7124
2670	1	205	7124
2669	1	205	7125
2669	1	204	7126
2669	1	202	7128
2669	1	202	7128
2669	1	202	7128
2669	1	201	7129
2668	1	201	7130
2668	1	198	7133
2667	1	199	7133
2667	1	199	7133
2666	1	200	7133
2666	1	198	7135
2665	1	197	7137
2664	1	198	7137
2663	1	198	7138
2661	1	198	7140
2661	1	198	7140
2661	1	198	7140
2660	2	196	7142
2660	2	196	7142
2659	2	196	7143
2659	2	194	7145
2658	2	194	7146
2657	2	194	7147
2656	2	194	7148
2656	2	193	7149
2656	2	193	7149
2655	2	193	7150
2654	2	194	7150
2653	2	194	7151
2653	2	194	7151
2651	2	194	7153
2650	2	195	7153
2648	2	196	7154
2646	2	197	7155
2646	2	196	7156
2646	2	196	7156
2645	2	197	7156
2645	2	197	7156
2645	2	197	7156
2643	2	199	7156
2643	2	199	7156
2643	2	199	7156
2642	2	200	7156
2642	2	198	7158
2641	2	199	7158
2640	2	199	7159
2637	2	201	7160
2637	2	200	7161
2637	2	199	7162
2637	2	198	7163
2637	2	197	7164
2637	2	197	7164
2637	2	197	7164
2637	1	197	7165
2637	1	197	7165
2637	1	197	7165
2637	1	197	7165
2636	1	196	7167
2634	1	197	7168
2633	1	198	7168
2633	1	197	7169
2631	2	197	7170
2628	2	199	7171
2627	2	200	7171
2627	2	197	7174
2627	2	196	7175
2627	2	195	7176
2627	2	195	7176
2626	2	196	7176
2625	2	196	7177
2624	2	196	7178
2624	2	196	7178
2622	2	198	7178
2622	2	197	7179
2621	2	198	7179
2621	2	198	7179
2620	2	199	7179
2620	2	198	7180
2619	2	199	7180
2618	2	200	7180
2618	2	200	7180
2617	2	201	7180
2617	2	201	7180
2616	2	202	7180
2616	2	202	7180
2616	2	200	7182
2616	2	196	7186
2616	2	195	7187
2615	2	196	7187
2615	2	196	7187
2615	2	196	7187
2614	2	197	7187
2614	2	194	7190
2614	2	193	7191
2614	2	193	7191
2614	2	192	7192
2613	2	191	7194
2613	2	191	7194
2612	2	192	7194
2611	2	192	7195
2611	2	191	7196
2611	2	190	7197
2610	2	190	7198
2608	2	191	7199
2607	3	190	7200
2607	3	190	7200
2607	3	189	7201
2607	3	188	7202
2607	3	188	7202
2607	3	188	7202
2605	3	190	7202
2605	3	190	7202
2605	3	190	7202
2605	3	190	7202
2604	3	191	7202
2604	2	191	7203
2604	2	189	7205
2604	2	189	7205
2604	2	188	7206
2602	2	190	7206
2601	2	191	7206
2600	2	191	7207
2600	2	190	7208
2600	2	188	7210
2600	2	188	7210
2599	2	187	7212
2596	2	188	7214
2595	2	189	7214
2595	2	189	7214
2593	1	192	7214
2593	1	192	7214
2592	1	192	7215
2590	1	192	7217
2590	1	192	7217
2587	1	195	7217
2587	1	194	7218
2587	1	194	7218
2587	1	194	7218
2586	1	195	7218
2586	1	194	7219
2585	1	194	7220
2583	1	195	7221
2583	1	194	7222
2583	1	193	7223
2583	1	192	7224
2583	1	191	7225
2581	1	193	7225
2581	1	191	7227
2580	1	192	7227
2580	1	192	7227
2578	1	194	7227
2578	1	194	7227
2578	1	194	7227
2577	1	195	7227
2576	1	195	7228
2575	1	196	7228
2574	1	197	7228
2574	1	196	7229
2574	1	196	7229
2573	1	195	7231
2569	1	199	7231
2569	1	198	7232
2568	1	199	7232
2565	1	200	7234
2565	1	199	7235
2565	1	199	7235
2564	1	200	7235
2563	1	201	7235
2563	1	201	7235
2563	1	201	7235
2563	1	200	7236
2562	1	200	7237
2562	1	199	7238
2562	1	197	7240
2561	1	197	7241
2561	1	197	7241
2561	1	196	7242
2560	1	196	7243
2560	1	194	7245
2559	1	195	7245
2558	1	195	7246
2558	1	195	7246
2558	1	195	7246
2558	1	191	7250
2558	1	189	7252
2558	1	189	7252
2557	1	189	7253
2557	1	189	7253
2557	1	187	7255
2556	1	188	7255
2556	1	186	7257
2555	2	185	7258
2553	2	187	7258
2553	2	186	7259
2553	2	185	7260
2552	2	186	7260
2552	2	186	7260
2552	2	186	7260
2552	2	186	7260
2552	2	186	7260
2552	2	185	7261
2551	2	185	7262
2551	2	183	7264
2551	2	183	7264
2551	2	182	7265
2549	2	184	7265
2549	2	183	7266
2548	2	184	7266
2547	2	184	7267
2547	2	183	7268
2547	2	182	7269
2546	2	182	7270
2544	2	184	7270
2544	2	182	7272
2544	2	182	7272
2541	2	184	7273
2541	2	184	7273
2540	2	184	7274
2539	2	184	7275
2539	2	184	7275
2538	2	185	7275
2538	2	184	7276
2538	2	182	7278
2537	2	183	7278
2537	2	183	7278
2537	2	182	7279
2537	2	182	7279
2536	2	181	7281
2535	2	181	7282
2533	2	183	7282
2533	2	182	7283
2532	2	183	7283
2530	2	185	7283
2530	2	184	7284
2530	2	184	7284
2530	2	183	7285
2528	2	184	7286
2528	2	184	7286
2527	2	185	7286
2525	2	187	7286
2524	2	187	7287
2522	2	188	7288
2521	2	189	7288
2520	2	190	7288
2518	2	192	7288
2518	2	190	7290
2515	3	192	7290
2514	3	193	7290
2513	3	193	7291
2513	3	193	7291
2513	3	192	7292
2513	3	191	7293
2512	3	191	7294
2512	3	190	7295
2512	3	190	7295
2512	3	189	7296
2511	3	190	7296
2510	3	190	7297
2509	3	191	7297
2508	3	192	7297
2507	3	193	7297
2506	3	194	7297
2506	3	194	7297
2505	3	195	7297
2504	3	196	7297
2504	3	195	7298
2503	3	195	7299
2503	3	195	7299
2502	3	192	7303
2501	3	193	7303
2501	3	193	7303
2501	3	191	7305
2501	3	190	7306
2500	3	190	7307
2499	3	191	7307
2499	3	190	7308
2498	3	191	7308
2495	3	192	7310
2494	3	193	7310
2492	3	192	7313
2491	3	192	7314
2491	3	189	7317
2491	3	189	7317
2491	3	189	7317
2491	3	188	7318
2491	3	187	7319
2490	3	188	7319
2489	3	189	7319
2489	3	187	7321
2488	3	186	7323
2487	3	187	7323
2487	3	186	7324
2487	3	186	7324
2485	3	188	7324
2482	3	191	7324
2481	3	192	7324
2481	3	190	7326
2480	3	189	7328
2480	3	187	7330
2480	3	187	7330
2479	3	187	7331
2478	3	188	7331
2477	3	189	7331
2475	3	191	7331
2475	3	190	7332
2475	3	189	7333
2474	3	189	7334
2473	3	188	7336
2473	3	187	7337
2473	3	187	7337
2473	3	187	7337
2470	3	190	7337
2470	3	190	7337
2470	3	188	7339
2470	3	186	7341
2470	3	186	7341
2470	3	185	7342
2469	3	185	7343
2468	3	186	7343
2467	3	187	7343
2467	3	186	7344
2467	3	186	7344
2465	3	188	7344
2464	3	189	7344
2462	3	188	7347
2462	3	188	7347
2461	3	189	7347
2460	3	189	7348
2460	3	187	7350
2460	3	187	7350
2458	3	189	7350
2457	3	188	7352
2457	3	186	7354
2456	3	186	7355
2456	3	186	7355
2455	3	185	7357
2454	3	184	7359
2453	3	184	7360
2452	3	185	7360
2451	3	186	7360
2449	3	186	7362
2448	3	185	7364
2448	3	185	7364
2447	3	184	7366
2446	3	185	7366
2446	3	184	7367
2446	3	184	7367
2446	3	184	7367
2445	3	185	7367
2443	3	187	7367
2442	3	186	7369
2442	3	185	7370
2442	3	184	7371
2441	3	183	7373
2440	3	183	7374
2440	3	183	7374
2439	3	184	7374
2439	3	183	7375
2438	3	184	7375
2437	3	185	7375
2436	3	186	7375
2436	3	186	7375
2436	3	185	7376
2434	3	186	7377
2433	3	186	7378
2430	3	188	7379
2429	3	189	7379
2428	3	190	7379
2427	3	189	7381
2426	3	190	7381
2425	3	190	7382
2424	3	188	7385
2424	3	187	7386
2424	3	187	7386
2424	3	186	7387
2424	3	185	7388
2424	3	183	7390
2423	3	183	7391
2423	3	183	7391
2423	3	183	7391
2421	3	183	7393
2420	3	183	7394
2419	3	181	7397
2419	3	181	7397
2417	3	183	7397
2417	3	180	7400
2417	3	177	7403
2416	3	178	7403
2416	3	178	7403
2416	3	178	7403
2416	3	178	7403
2416	3	178	7403
2416	3	177	7404
2416	3	177	7404
2416	3	177	7404
2416	3	177	7404
2416	3	177	7404
2415	3	177	7405
2415	3	177	7405
2415	3	177	7405
2414	3	178	7405
2413	3	177	7407
2412	3	177	7408
2412	3	177	7408
2410	4	178	7408
2410	4	178	7408
2409	4	179	7408
2408	4	179	7409
2408	4	177	7411
2408	4	177	7411
2408	4	177	7411
2407	4	177	7412
2406	4	177	7413
2406	4	177	7413
2406	4	177	7413
2406	4	175	7415
2406	4	175	7415
2405	4	176	7415
2404	4	176	7416
2403	4	175	7418
2402	4	175	7419
2402	4	173	7421
2402	4	172	7422
2401	4	172	7423
2400	4	172	7424
2400	4	172	7424
2398	4	173	7425
2397	4	173	7426
2396	4	173	7427
2395	4	173	7428
2395	4	173	7428
2394	4	172	7430
2394	4	171	7431
2393	4	172	7431
2392	4	173	7431
2389	4	175	7432
2388	4	174	7434
2387	4	175	7434
2384	4	178	7434
2384	4	178	7434
2384	4	177	7435
2384	4	176	7436
2384	4	176	7436
2384	4	176	7436
2384	4	176	7436
2384	4	176	7436
2383	4	177	7436
2382	4	177	7437
2382	4	175	7439
2382	4	174	7440
2382	4	173	7441
2382	4	173	7441
2380	4	175	7441
2379	4	176	7441
2379	4	175	7442
2379	4	174	7443
2379	4	174	7443
2379	4	173	7444
2378	4	173	7445
2377	4	173	7446
2377	4	173	7446
2376	4	172	7448
2376	4	172	7448
2375	4	172	7449
2375	3	171	7451
2375	3	171	7451
2375	3	171	7451
2375	2	172	7451
2374	2	173	7451
2373	2	173	7452
2373	2	173	7452
2372	2	172	7454
2372	2	170	7456
2371	2	171	7456
2370	2	172	7456
2369	2	172	7457
2369	2	171	7458
2367	2	173	7458
2367	2	173	7458
2367	2	172	7459
2365	2	173	7460
2364	2	174	7460
2364	2	174	7460
2364	2	173	7461
2364	2	171	7463
2364	2	170	7464
2363	3	170	7464
2362	3	170	7465
2362	3	169	7466
2361	3	168	7468
2361	3	168	7468
2361	3	167	7469
2359	3	169	7469
2359	3	169	7469
2358	3	168	7471
2358	3	168	7471
2358	3	166	7473
2358	3	166	7473
2358	3	165	7474
2358	3	165	7474
2357	3	165	7475
2357	3	164	7476
2357	3	162	7478
2357	3	162	7478
