Bi 213:	Tl 209:	Pb 209:	Bi 209:
6918	8	523	2551
6917	8	521	2554
6914	8	519	2559
6911	8	520	2561
6909	8	520	2563
6908	7	519	2566
6907	7	519	2567
6903	7	520	2570
6900	7	521	2572
6899	7	518	2576
6899	7	516	2578
6898	7	515	2580
6893	7	517	2583
6892	7	515	2586
6888	7	516	2589
6885	7	518	2590
6884	7	518	2591
6882	7	518	2593
6881	7	517	2595
6879	7	518	2596
6878	7	516	2599
6876	7	515	2602
6876	7	512	2605
6871	7	515	2607
6868	7	518	2607
6865	7	520	2608
6864	7	519	2610
6863	7	519	2611
6861	7	520	2612
6860	7	519	2614
6858	7	520	2615
6858	7	520	2615
6856	7	521	2616
6856	7	521	2616
6855	7	522	2616
6854	7	523	2616
6852	7	522	2619
6851	7	522	2620
6851	7	517	2625
6848	7	517	2628
6847	7	516	2630
6844	7	516	2633
6843	7	513	2637
6842	7	514	2637
6838	7	518	2637
6836	7	517	2640
6834	7	516	2643
6830	7	517	2646
6825	7	522	2646
6824	7	522	2647
6821	7	520	2652
6816	8	522	2654
6814	8	524	2654
6814	8	522	2656
6812	9	523	2656
6810	9	524	2657
6809	9	522	2660
6809	9	522	2660
6806	9	525	2660
6801	9	530	2660
6799	9	527	2665
6797	9	527	2667
6792	9	531	2668
6792	8	532	2668
6790	8	532	2670
6789	8	530	2673
6787	8	528	2677
6786	8	528	2678
6785	8	526	2681
6784	8	526	2682
6783	8	526	2683
6781	8	525	2686
6778	9	526	2687
6776	9	526	2689
6776	9	522	2693
6776	9	518	2697
6771	9	521	2699
6769	9	521	2701
6768	9	520	2703
6766	9	522	2703
6764	9	522	2705
6762	9	523	2706
6760	9	521	2710
6759	9	521	2711
6756	10	521	2713
6752	10	522	2716
6751	10	522	2717
6749	10	524	2717
6749	10	521	2720
6746	10	522	2722
6743	10	524	2723
6743	10	522	2725
6742	10	521	2727
6742	10	519	2729
6742	10	514	2734
6741	10	515	2734
6739	9	513	2739
6738	9	512	2741
6738	9	508	2745
6735	9	510	2746
6735	9	507	2749
6734	9	506	2751
6731	10	507	2752
6731	10	504	2755
6728	10	507	2755
6727	10	508	2755
6725	10	510	2755
6724	10	510	2756
6723	10	509	2758
6723	10	507	2760
6723	10	505	2762
6723	10	503	2764
6723	10	500	2767
6722	10	499	2769
6720	10	498	2772
6717	10	499	2774
6716	10	499	2775
6714	9	499	2778
6711	9	502	2778
6709	9	504	2778
6708	9	505	2778
6708	9	505	2778
6706	9	502	2783
6702	9	505	2784
6702	9	502	2787
6700	9	504	2787
6697	9	507	2787
6695	9	508	2788
6693	9	508	2790
6690	10	508	2792
6689	10	507	2794
6688	10	507	2795
6684	10	510	2796
6683	10	508	2799
6682	10	508	2800
6680	10	508	2802
6677	10	510	2803
6675	10	512	2803
6675	10	508	2807
6673	10	510	2807
6671	9	510	2810
6671	9	508	2812
6670	9	508	2813
6669	9	507	2815
6667	9	508	2816
6667	9	506	2818
6663	10	509	2818
6662	10	508	2820
6661	10	506	2823
6657	10	508	2825
6656	10	509	2825
6654	10	510	2826
6653	10	508	2829
6653	10	507	2830
6651	10	507	2832
6651	10	507	2832
6651	10	505	2834
6651	10	502	2837
6650	10	502	2838
6648	10	502	2840
6646	10	504	2840
6646	10	504	2840
6642	10	504	2844
6641	10	501	2848
6638	10	501	2851
6637	10	501	2852
6636	9	502	2853
6633	9	504	2854
6631	9	504	2856
6629	9	503	2859
6627	9	503	2861
6624	9	505	2862
6624	9	502	2865
6623	9	500	2868
6619	9	503	2869
6619	9	503	2869
6618	9	503	2870
6614	9	505	2872
6612	9	506	2873
6609	9	507	2875
6608	9	507	2876
6607	9	507	2877
6606	9	504	2881
6605	9	503	2883
6603	9	504	2884
6601	9	504	2886
6600	9	504	2887
6600	9	498	2893
6596	9	500	2895
6594	9	500	2897
6594	9	498	2899
6593	9	498	2900
6590	9	500	2901
6588	9	501	2902
6584	9	500	2907
6583	10	500	2907
6581	10	499	2910
6580	10	497	2913
6578	10	498	2914
6578	10	498	2914
6577	10	496	2917
6576	10	497	2917
6574	11	497	2918
6572	10	499	2919
6571	10	500	2919
6568	10	503	2919
6565	10	505	2920
6563	10	504	2923
6560	10	506	2924
6558	10	507	2925
6554	10	508	2928
6553	10	506	2931
6552	10	503	2935
6550	10	504	2936
6550	10	504	2936
6548	10	506	2936
6546	10	506	2938
6541	10	509	2940
6540	10	509	2941
6539	10	509	2942
6538	10	506	2946
6538	10	501	2951
6538	10	499	2953
6536	10	500	2954
6534	10	501	2955
6532	10	501	2957
6529	10	502	2959
6527	10	502	2961
6526	10	503	2961
6525	10	501	2964
6524	10	502	2964
6524	10	501	2965
6523	10	501	2966
6519	10	503	2968
6519	10	501	2970
6518	10	502	2970
6518	10	497	2975
6515	10	498	2977
6512	10	499	2979
6510	10	498	2982
6507	10	501	2982
6506	10	500	2984
6506	10	497	2987
6504	10	499	2987
6501	10	502	2987
6501	10	501	2988
6500	10	501	2989
6497	10	502	2991
6493	10	503	2994
6489	10	504	2997
6488	10	502	3000
6488	10	501	3001
6488	10	499	3003
6486	10	498	3006
6484	10	497	3009
6481	10	499	3010
6480	11	498	3011
6480	11	497	3012
6479	11	496	3014
6476	11	495	3018
6476	11	494	3019
6476	11	494	3019
6476	11	491	3022
6475	11	489	3025
6473	11	489	3027
6471	10	492	3027
6469	10	491	3030
6468	9	492	3031
6467	9	491	3033
6465	10	491	3034
6465	10	487	3038
6465	10	486	3039
6464	10	484	3042
6463	10	483	3044
6462	10	483	3045
6460	10	482	3048
6455	10	481	3054
6454	11	481	3054
6452	11	482	3055
6450	11	480	3059
6449	11	480	3060
6447	11	482	3060
6447	11	482	3060
6445	12	483	3060
6444	12	482	3062
6442	12	482	3064
6441	12	479	3068
6440	12	477	3071
6439	12	477	3072
6437	12	476	3075
6436	12	475	3077
6434	11	474	3081
6434	11	470	3085
6432	11	470	3087
6431	11	471	3087
6427	11	474	3088
6427	11	473	3089
6426	10	472	3092
6424	10	473	3093
6424	10	472	3094
6421	10	473	3096
6420	10	473	3097
6419	10	469	3102
6418	10	470	3102
6418	9	467	3106
6416	9	469	3106
6415	9	468	3108
6412	9	466	3113
6410	9	467	3114
6409	9	468	3114
6409	9	467	3115
6408	9	467	3116
6407	9	468	3116
6405	9	469	3117
6405	9	467	3119
6405	9	466	3120
6403	9	468	3120
6402	9	468	3121
6400	9	470	3121
6398	9	469	3124
6395	9	472	3124
6393	9	471	3127
6391	9	471	3129
6391	9	468	3132
6389	9	467	3135
6389	9	464	3138
6387	9	465	3139
6386	9	466	3139
6384	9	466	3141
6383	9	465	3143
6377	9	469	3145
6373	9	469	3149
6372	9	469	3150
6370	9	469	3152
6369	9	468	3154
6367	10	464	3159
6364	10	464	3162
6361	9	466	3164
6360	9	465	3166
6355	9	470	3166
6353	9	466	3172
6351	9	466	3174
6350	9	467	3174
6347	9	469	3175
6344	9	471	3176
6343	9	472	3176
6342	9	471	3178
6341	9	472	3178
6338	9	475	3178
6332	9	478	3181
6330	9	479	3182
6330	9	478	3183
6328	9	480	3183
6324	9	483	3184
6322	9	485	3184
6319	9	488	3184
6319	9	487	3185
6318	8	489	3185
6317	9	488	3186
6315	9	487	3189
6315	9	484	3192
6314	9	485	3192
6313	9	484	3194
6312	9	483	3196
6311	9	482	3198
6307	9	485	3199
6304	9	487	3200
6304	9	487	3200
6302	9	488	3201
6299	9	491	3201
6299	9	489	3203
6299	9	487	3205
6297	9	489	3205
6297	9	486	3208
6296	9	484	3211
6295	9	483	3213
6292	9	485	3214
6292	8	484	3216
6289	8	487	3216
6286	8	487	3219
6285	8	487	3220
6284	8	486	3222
6281	8	487	3224
6280	8	485	3227
6277	8	484	3231
6276	8	484	3232
6275	8	484	3233
6270	8	489	3233
6269	8	488	3235
6265	8	491	3236
6265	8	489	3238
6264	8	490	3238
6262	8	489	3241
6262	8	486	3244
6259	8	487	3246
6259	8	486	3247
6258	8	486	3248
6255	8	489	3248
6255	8	486	3251
6254	8	487	3251
6252	8	488	3252
6251	8	489	3252
6249	8	490	3253
6248	8	489	3255
6243	8	493	3256
6242	7	495	3256
6242	7	494	3257
6241	7	495	3257
6236	7	499	3258
6235	7	497	3261
6233	7	498	3262
6232	7	497	3264
6229	8	498	3265
6228	8	496	3268
6226	8	496	3270
6223	8	496	3273
6220	8	498	3274
6219	8	496	3277
6218	8	497	3277
6217	8	495	3280
6216	8	495	3281
6214	8	494	3284
6213	8	495	3284
6211	8	496	3285
6210	8	496	3286
6210	8	495	3287
6210	8	492	3290
6209	8	491	3292
6208	8	491	3293
6207	8	488	3297
6206	8	486	3300
6203	8	488	3301
6202	8	487	3303
6202	8	483	3307
6202	8	478	3312
6200	8	476	3316
6200	8	474	3318
6199	8	471	3322
6196	8	473	3323
6196	8	472	3324
6193	8	475	3324
6190	8	477	3325
6187	8	479	3326
6184	8	481	3327
6181	8	480	3331
6178	8	481	3333
6176	8	482	3334
6175	8	482	3335
6173	8	482	3337
6172	8	481	3339
6167	9	485	3339
6166	9	484	3341
6165	9	483	3343
6163	9	482	3346
6160	9	482	3349
6157	9	485	3349
6156	9	484	3351
6156	9	482	3353
6153	9	483	3355
6151	9	485	3355
6149	9	487	3355
6149	9	484	3358
6148	9	481	3362
6148	9	480	3363
6147	9	478	3366
6147	9	477	3367
6145	9	479	3367
6143	9	478	3370
6142	9	477	3372
6138	9	481	3372
6136	9	482	3373
6134	9	482	3375
6133	9	483	3375
6130	9	486	3375
6128	9	487	3376
6127	9	488	3376
6126	9	484	3381
6122	9	485	3384
6120	9	484	3387
6119	9	481	3391
6116	9	483	3392
6112	9	485	3394
6110	9	485	3396
6109	9	485	3397
6107	8	487	3398
6107	8	484	3401
6104	8	484	3404
6103	8	483	3406
6101	8	485	3406
6101	8	484	3407
6101	8	482	3409
6100	7	482	3411
6097	7	483	3413
6096	7	483	3414
6094	7	484	3415
6093	7	483	3417
6092	7	482	3419
6091	7	483	3419
6089	7	485	3419
6085	7	488	3420
6085	7	486	3422
6084	7	486	3423
6083	7	486	3424
6082	7	485	3426
6082	7	484	3427
6081	7	483	3429
6078	7	484	3431
6078	7	483	3432
6078	6	483	3433
6078	6	479	3437
6076	6	479	3439
6075	6	478	3441
6073	6	478	3443
6073	6	476	3445
6072	6	475	3447
6069	7	476	3448
6068	8	474	3450
6066	8	475	3451
6064	9	471	3456
6060	9	474	3457
6059	9	474	3458
6057	10	475	3458
6057	10	475	3458
6056	10	476	3458
6056	10	473	3461
6054	9	475	3462
6053	9	472	3466
6049	9	474	3468
6045	9	477	3469
6044	9	477	3470
6040	9	479	3472
6039	9	480	3472
6039	9	480	3472
6039	9	477	3475
6037	9	477	3477
6036	9	475	3480
6036	9	475	3480
6036	9	473	3482
6032	9	476	3483
6031	9	474	3486
6029	9	475	3487
6027	9	474	3490
6025	9	475	3491
6023	9	476	3492
6021	9	473	3497
6020	9	474	3497
6018	9	471	3502
6017	9	469	3505
6015	9	469	3507
6014	9	470	3507
6011	8	474	3507
6010	8	474	3508
6008	8	476	3508
6006	8	476	3510
6004	8	477	3511
6003	8	477	3512
6001	8	476	3515
6001	8	474	3517
6001	8	470	3521
6000	8	469	3523
5999	8	467	3526
5997	9	466	3528
5995	9	467	3529
5994	9	466	3531
5993	9	464	3534
5992	9	463	3536
5992	9	461	3538
5992	9	458	3541
5992	9	458	3541
5989	9	460	3542
5988	9	460	3543
5988	8	461	3543
5985	7	463	3545
5984	7	463	3546
5983	7	463	3547
5981	7	463	3549
5980	7	463	3550
5980	7	462	3551
5979	7	461	3553
5978	7	462	3553
5977	7	461	3555
5976	7	462	3555
5974	7	461	3558
5971	8	463	3558
5970	8	462	3560
5969	8	462	3561
5968	8	461	3563
5963	8	464	3565
5961	8	465	3566
5961	8	461	3570
5959	9	462	3570
5958	9	462	3571
5953	9	465	3573
5952	9	464	3575
5948	7	469	3576
5946	6	470	3578
5946	6	469	3579
5945	6	468	3581
5945	6	467	3582
5943	6	468	3583
5941	6	469	3584
5940	6	469	3585
5937	6	471	3586
5937	6	470	3587
5936	6	471	3587
5936	6	468	3590
5935	6	468	3591
5933	6	468	3593
5933	6	467	3594
5933	6	464	3597
5931	6	464	3599
5931	6	461	3602
5929	6	460	3605
5928	6	458	3608
5925	6	459	3610
5925	6	456	3613
5925	6	454	3615
5922	5	456	3617
5921	5	456	3618
5918	5	457	3620
5918	5	457	3620
5917	5	456	3622
5915	5	455	3625
5913	5	454	3628
5910	5	456	3629
5908	5	458	3629
5908	5	457	3630
5907	5	456	3632
5906	5	454	3635
5906	5	451	3638
5905	5	447	3643
5905	5	446	3644
5904	5	442	3649
5903	5	443	3649
5900	5	442	3653
5900	5	442	3653
5899	5	440	3656
5898	5	441	3656
5896	5	440	3659
5896	5	437	3662
5893	5	439	3663
5891	5	441	3663
5891	5	440	3664
5889	5	439	3667
5887	5	441	3667
5886	5	439	3670
5883	5	442	3670
5882	5	442	3671
5881	5	443	3671
5878	5	446	3671
5875	5	447	3673
5874	5	447	3674
5871	5	448	3676
5869	5	449	3677
5866	5	450	3679
5866	4	450	3680
5864	4	450	3682
5861	4	452	3683
5859	4	453	3684
5857	4	451	3688
5855	4	452	3689
5854	4	453	3689
5852	4	455	3689
5851	4	455	3690
5849	5	453	3693
5849	5	453	3693
5849	5	453	3693
5845	5	455	3695
5842	5	456	3697
5842	5	454	3699
5842	5	453	3700
5840	5	451	3704
5838	5	451	3706
5837	5	450	3708
5836	5	450	3709
5835	5	449	3711
5834	5	450	3711
5833	5	449	3713
5831	5	450	3714
5831	5	447	3717
5827	5	450	3718
5827	5	449	3719
5825	5	451	3719
5824	5	451	3720
5823	5	451	3721
5819	6	451	3724
5818	6	450	3726
5818	6	450	3726
5817	5	449	3729
5814	5	452	3729
5811	5	454	3730
5809	5	455	3731
5809	5	454	3732
5808	5	454	3733
5808	5	452	3735
5808	5	451	3736
5807	5	447	3741
5804	5	448	3743
5803	5	447	3745
5802	5	447	3746
5802	5	447	3746
5802	5	446	3747
5801	5	440	3754
5801	5	438	3756
5801	5	437	3757
5799	5	437	3759
5799	5	437	3759
5797	5	437	3761
5796	5	434	3765
5795	5	433	3767
5794	5	434	3767
5794	5	433	3768
5794	5	432	3769
5790	5	435	3770
5789	5	435	3771
5789	5	433	3773
5788	5	431	3776
5787	5	431	3777
5786	5	432	3777
5782	5	433	3780
5781	5	433	3781
5781	5	432	3782
5781	5	429	3785
5779	5	429	3787
5776	5	431	3788
5775	5	432	3788
5774	5	428	3793
5773	5	429	3793
5772	5	427	3796
5771	5	428	3796
5768	5	427	3800
5767	5	427	3801
5767	5	425	3803
5765	5	427	3803
5764	5	425	3806
5764	5	424	3807
5763	5	420	3812
5762	5	421	3812
5759	5	422	3814
5758	5	422	3815
5758	5	422	3815
5756	5	423	3816
5755	5	421	3819
5754	5	421	3820
5753	5	421	3821
5753	5	420	3822
5751	5	422	3822
5750	5	422	3823
5748	6	421	3825
5745	5	423	3827
5744	5	423	3828
5738	5	428	3829
5736	5	429	3830
5735	5	429	3831
5732	5	432	3831
5730	5	433	3832
5729	5	433	3833
5726	6	435	3833
5725	6	434	3835
5724	6	435	3835
5723	6	436	3835
5722	6	435	3837
5721	6	436	3837
5720	6	436	3838
5719	6	436	3839
5716	6	438	3840
5716	6	434	3844
5715	6	433	3846
5714	6	433	3847
5712	6	433	3849
5712	6	433	3849
5710	6	434	3850
5708	6	435	3851
5706	6	436	3852
5703	5	440	3852
5700	5	442	3853
5699	5	439	3857
5696	5	440	3859
5696	5	437	3862
5694	5	438	3863
5693	5	439	3863
5690	5	440	3865
5689	5	440	3866
5689	5	439	3867
5688	5	437	3870
5687	5	436	3872
5684	5	439	3872
5683	5	438	3874
5677	5	443	3875
5675	5	443	3877
5671	5	445	3879
5670	5	442	3883
5668	5	442	3885
5667	5	442	3886
5664	5	444	3887
5662	5	446	3887
5662	5	446	3887
5659	5	448	3888
5659	5	445	3891
5658	5	445	3892
5657	5	446	3892
5655	5	444	3896
5655	5	442	3898
5654	5	443	3898
5652	5	444	3899
5650	5	445	3900
5646	5	447	3902
5645	5	444	3906
5643	5	446	3906
5643	5	444	3908
5643	5	444	3908
5643	5	443	3909
5641	5	442	3912
5639	5	444	3912
5638	4	446	3912
5637	4	446	3913
5636	4	447	3913
5633	4	449	3914
5632	4	450	3914
5631	4	449	3916
5630	4	448	3918
5629	4	446	3921
5628	3	447	3922
5627	2	449	3922
5624	2	449	3925
5621	2	450	3927
5620	2	449	3929
5617	2	451	3930
5616	2	451	3931
5615	2	451	3932
5614	2	449	3935
5614	2	448	3936
5613	2	444	3941
5611	2	443	3944
5611	2	442	3945
5609	2	442	3947
5608	2	441	3949
5606	2	442	3950
5603	2	443	3952
5602	2	443	3953
5602	2	441	3955
5602	2	439	3957
5599	2	441	3958
5595	2	443	3960
5595	2	441	3962
5593	2	442	3963
5592	2	442	3964
5591	2	441	3966
5588	2	442	3968
5585	2	445	3968
5584	2	446	3968
5583	3	445	3969
5581	3	446	3970
5578	3	448	3971
5576	3	449	3972
5572	3	450	3975
5571	3	450	3976
5569	3	452	3976
5569	3	450	3978
5569	3	448	3980
5567	3	447	3983
5566	3	445	3986
5566	3	441	3990
5566	3	440	3991
5563	3	440	3994
5562	3	439	3996
5562	3	439	3996
5560	3	441	3996
5558	3	442	3997
5555	3	444	3998
5552	3	447	3998
5551	3	447	3999
5550	3	446	4001
5549	3	446	4002
5546	3	449	4002
5545	3	448	4004
5545	3	446	4006
5543	3	448	4006
5543	3	445	4009
5543	3	445	4009
5542	3	444	4011
5542	3	443	4012
5540	3	442	4015
5539	3	440	4018
5539	3	440	4018
5537	3	440	4020
5535	3	441	4021
5535	3	441	4021
5531	3	444	4022
5531	3	443	4023
5530	3	439	4028
5529	3	440	4028
5527	3	442	4028
5525	3	442	4030
5524	3	442	4031
5523	3	441	4033
5521	3	443	4033
5519	3	442	4036
5517	3	444	4036
5516	3	445	4036
5514	3	446	4037
5514	3	444	4039
5513	3	443	4041
5509	3	445	4043
5507	3	445	4045
5505	3	445	4047
5503	3	447	4047
5501	4	444	4051
5499	4	444	4053
5496	4	446	4054
5495	4	446	4055
5495	4	445	4056
5495	4	443	4058
5494	4	443	4059
5493	4	442	4061
5492	4	442	4062
5491	4	440	4065
5491	4	440	4065
5490	4	438	4068
5489	4	438	4069
5489	4	435	4072
5487	3	436	4074
5486	3	437	4074
5485	3	438	4074
5484	3	437	4076
5484	3	435	4078
5483	3	431	4083
5480	3	433	4084
5480	3	431	4086
5480	3	431	4086
5479	3	430	4088
5478	3	428	4091
5476	3	429	4092
5476	3	428	4093
5475	3	428	4094
5473	3	429	4095
5473	3	427	4097
5472	3	428	4097
5469	3	428	4100
5467	3	427	4103
5467	3	427	4103
5466	3	426	4105
5465	3	424	4108
5465	3	421	4111
5465	3	421	4111
5464	3	422	4111
5464	3	421	4112
5461	3	424	4112
5460	3	422	4115
5459	3	423	4115
5458	3	423	4116
5457	3	422	4118
5457	3	421	4119
5456	3	421	4120
5456	3	420	4121
5455	3	421	4121
5455	3	421	4121
5454	3	421	4122
5454	3	420	4123
5452	3	422	4123
5451	3	421	4125
5450	3	421	4126
5448	3	423	4126
5447	3	423	4127
5447	3	421	4129
5447	3	419	4131
5445	3	421	4131
5444	3	419	4134
5439	3	420	4138
5439	3	420	4138
5437	3	421	4139
5436	3	420	4141
5433	3	423	4141
5428	3	424	4145
5428	3	421	4148
5426	3	423	4148
5426	3	423	4148
5426	3	420	4151
5424	3	421	4152
5424	3	418	4155
5423	3	418	4156
5418	3	423	4156
5417	3	423	4157
5414	3	424	4159
5414	3	422	4161
5412	3	421	4164
5410	3	422	4165
5409	3	421	4167
5409	3	419	4169
5408	3	417	4172
5407	3	418	4172
5406	3	418	4173
5401	3	423	4173
5400	3	424	4173
5398	3	425	4174
5396	3	425	4176
5394	3	426	4177
5394	3	425	4178
5390	3	428	4179
5389	3	427	4181
5388	3	428	4181
5388	3	425	4184
5388	3	425	4184
5386	3	425	4186
5384	3	425	4188
5384	3	422	4191
5381	3	425	4191
5380	3	423	4194
5379	3	424	4194
5377	3	426	4194
5375	3	426	4196
5372	3	427	4198
5371	3	426	4200
5370	3	426	4201
5369	3	424	4204
5367	3	425	4205
5365	3	426	4206
5364	3	427	4206
5363	3	428	4206
5361	3	428	4208
5359	3	430	4208
5357	3	431	4209
5354	3	434	4209
5354	3	433	4210
5350	3	437	4210
5349	3	436	4212
5347	3	434	4216
5345	3	435	4217
5344	3	436	4217
5343	3	437	4217
5341	3	438	4218
5338	3	440	4219
5336	3	442	4219
5335	3	443	4219
5331	3	446	4220
5330	3	446	4221
5328	3	446	4223
5326	3	446	4225
5324	3	448	4225
5323	3	448	4226
5322	3	446	4229
5320	3	448	4229
5317	3	448	4232
5317	3	446	4234
5315	3	447	4235
5315	3	446	4236
5315	3	445	4237
5314	3	442	4241
5312	3	444	4241
5310	3	442	4245
5309	3	442	4246
5307	3	444	4246
5304	3	446	4247
5302	3	448	4247
5299	3	449	4249
5295	3	451	4251
5295	3	448	4254
5294	3	448	4255
5293	3	445	4259
5291	3	444	4262
5291	3	443	4263
5289	3	445	4263
5288	3	445	4264
5287	3	443	4267
5286	2	444	4268
5285	2	444	4269
5283	2	446	4269
5283	2	445	4270
5281	2	444	4273
5278	2	443	4277
5277	2	444	4277
5275	2	444	4279
5273	2	446	4279
5271	2	444	4283
5270	2	443	4285
5268	3	441	4288
5265	3	439	4293
5264	3	439	4294
5263	3	436	4298
5261	3	438	4298
5259	3	440	4298
5258	3	440	4299
5258	3	438	4301
5258	3	436	4303
5257	3	435	4305
5254	3	438	4305
5254	3	436	4307
5252	3	436	4309
5251	3	434	4312
5250	3	434	4313
5249	3	434	4314
5248	3	433	4316
5247	3	429	4321
5246	3	427	4324
5245	3	425	4327
5245	3	423	4329
5244	3	424	4329
5244	3	422	4331
5242	3	423	4332
5241	3	423	4333
5240	3	423	4334
5239	3	421	4337
5239	3	420	4338
5239	3	417	4341
5239	3	416	4342
5238	3	416	4343
5236	3	415	4346
5235	3	416	4346
5234	3	415	4348
5232	3	415	4350
5228	3	418	4351
5227	3	416	4354
5225	3	417	4355
5224	3	417	4356
5222	3	419	4356
5221	3	419	4357
5221	3	415	4361
5220	3	412	4365
5217	3	415	4365
5216	3	413	4368
5213	3	414	4370
5213	3	409	4375
5211	3	409	4377
5211	3	406	4380
5211	3	401	4385
5209	3	401	4387
5209	3	400	4388
5207	3	399	4391
5206	3	398	4393
5206	3	396	4395
5204	3	397	4396
5202	3	397	4398
5200	3	397	4400
5198	3	398	4401
5197	3	398	4402
5196	3	398	4403
5196	3	395	4406
5195	3	393	4409
5194	3	394	4409
5192	3	394	4411
5192	3	389	4416
5191	3	388	4418
5188	3	391	4418
5188	3	391	4418
5188	3	389	4420
5187	3	389	4421
5186	3	390	4421
5185	3	390	4422
5185	3	389	4423
5182	3	391	4424
5178	3	393	4426
5177	3	390	4430
5175	3	392	4430
5173	3	392	4432
5172	3	393	4432
5170	3	395	4432
5169	3	396	4432
5169	3	396	4432
5166	3	397	4434
5166	3	396	4435
5165	3	396	4436
5164	3	394	4439
5162	3	394	4441
5161	3	394	4442
5159	3	393	4445
5157	3	393	4447
5154	3	391	4452
5152	3	392	4453
5150	3	392	4455
5150	3	388	4459
5150	3	385	4462
5149	3	384	4464
5149	3	382	4466
5146	3	384	4467
5144	3	385	4468
5143	3	383	4471
5139	3	383	4475
5139	3	383	4475
5138	3	383	4476
5138	3	382	4477
5138	3	382	4477
5138	3	382	4477
5138	3	382	4477
5137	3	382	4478
5137	3	381	4479
5136	3	381	4480
5133	3	382	4482
5132	3	383	4482
5130	4	382	4484
5126	4	386	4484
5124	4	386	4486
5121	4	388	4487
5121	4	384	4491
5121	4	382	4493
5120	4	382	4494
5118	4	382	4496
5116	4	383	4497
5114	4	384	4498
5112	4	385	4499
5109	4	387	4500
5108	4	387	4501
5107	4	387	4502
5107	4	385	4504
5106	4	385	4505
5104	4	387	4505
5103	4	387	4506
5101	4	389	4506
5101	4	388	4507
5101	4	388	4507
5100	5	387	4508
5099	5	388	4508
5099	5	388	4508
5098	5	388	4509
5097	5	388	4510
5095	5	389	4511
5095	5	386	4514
5091	5	387	4517
5091	5	385	4519
5090	5	386	4519
5090	5	386	4519
5088	5	387	4520
5085	5	390	4520
5085	5	389	4521
5083	5	391	4521
5083	5	388	4524
5083	5	386	4526
5081	5	388	4526
5081	5	388	4526
5081	5	388	4526
5079	5	389	4527
5077	5	389	4529
5075	5	389	4531
5074	5	388	4533
5071	5	391	4533
5070	5	390	4535
5068	5	389	4538
5067	5	389	4539
5066	5	386	4543
5066	5	385	4544
5064	5	386	4545
5064	5	384	4547
5062	5	384	4549
5062	5	383	4550
5062	5	383	4550
5061	5	384	4550
5060	5	383	4552
5059	5	383	4553
5059	5	382	4554
5058	5	382	4555
5057	5	383	4555
5057	5	382	4556
5057	5	378	4560
5055	6	377	4562
5053	6	376	4565
5047	6	379	4568
5047	6	377	4570
5045	6	379	4570
5045	6	377	4572
5044	6	377	4573
5043	6	376	4575
5043	6	373	4578
5039	6	376	4579
5036	6	377	4581
5036	6	374	4584
5036	6	373	4585
5036	6	369	4589
5035	6	369	4590
5035	6	369	4590
5035	6	368	4591
5034	6	369	4591
5033	6	368	4593
5030	6	370	4594
5028	6	371	4595
5027	6	370	4597
5026	6	369	4599
5024	6	371	4599
5023	6	372	4599
5019	6	374	4601
5019	6	370	4605
5019	6	370	4605
5018	6	369	4607
5014	6	373	4607
5013	6	373	4608
5013	6	372	4609
5010	6	374	4610
5008	6	375	4611
5006	6	376	4612
5004	6	378	4612
5003	6	378	4613
5003	6	378	4613
5003	6	376	4615
5002	6	375	4617
4998	6	378	4618
4995	6	381	4618
4991	6	383	4620
4991	6	382	4621
4990	6	377	4627
4989	6	376	4629
4989	6	376	4629
4988	6	376	4630
4987	6	376	4631
4985	6	377	4632
4983	6	378	4633
4982	6	378	4634
4981	6	378	4635
4978	6	380	4636
4978	6	379	4637
4978	6	378	4638
4977	6	377	4640
4975	6	379	4640
4971	7	380	4642
4969	7	381	4643
4968	7	381	4644
4968	7	380	4645
4967	6	381	4646
4965	6	383	4646
4962	6	385	4647
4958	6	388	4648
4957	6	389	4648
4954	6	390	4650
4951	6	392	4651
4949	6	394	4651
4948	6	394	4652
4947	6	395	4652
4946	6	396	4652
4945	6	396	4653
4943	6	396	4655
4943	6	395	4656
4941	6	395	4658
4940	6	393	4661
4938	6	390	4666
4936	6	391	4667
4936	6	391	4667
4934	6	390	4670
4932	6	389	4673
4930	6	389	4675
4929	6	389	4676
4926	6	389	4679
4925	6	390	4679
4925	6	389	4680
4924	6	389	4681
4924	6	388	4682
4923	6	388	4683
4921	5	391	4683
4921	5	390	4684
4920	5	388	4687
4918	5	389	4688
4918	5	387	4690
4917	5	387	4691
4915	5	389	4691
4913	5	389	4693
4912	4	389	4695
4912	4	389	4695
4912	4	389	4695
4912	4	388	4696
4910	4	387	4699
4909	4	386	4701
4907	4	388	4701
4906	4	389	4701
4906	4	386	4704
4905	4	386	4705
4904	4	384	4708
4904	4	382	4710
4903	4	383	4710
4902	4	383	4711
4900	4	382	4714
4897	4	385	4714
4895	4	385	4716
4893	4	385	4718
4892	4	384	4720
